"행정구역별(읍면동)","항목","단위","2015 년","2016 년","2017 년","2018 년",
"연천군","내국인-남자","명","22106","22581","22366","21951",
"연천군","내국인-여자","명","20565","20608","20376","20097",
"연천군","외국인-계","명","1175","1248","1248","1335",
"연천군","외국인-남자","명","774","864","893","937",
"연천군","외국인-여자","명","401","384","355","398",
"연천군","가구-계","가구","17845","18437","18382","18455",
"연천군","일반가구","가구","17534","18077","18019","18089",
"연천군","집단가구","가구","38","29","25","29",
"연천군","외국인가구","가구","273","331","338","337",
"연천군","주택-계","호","15179","16410","15931","15967",
"연천군","단독주택","호","8938","9029","8938","8980",
"연천군","아파트","호","3685","4741","4273","4291",
"연천군","연립주택","호","1196","1196","1195","1177",
"연천군","다세대주택","호","959","1060","1115","1116",
"연천군","비거주용 건물내 주택","호","401","384","410","403",
"연천군","주택이외의 거처","호","745","806","865","878",
"가평군","총인구","명","58909","59391","59548","59957",
"가평군","남자","명","29933","30121","30169","30404",
"가평군","여자","명","28976","29270","29379","29553",
"가평군","내국인-계","명","57614","58117","58297","58533",
"가평군","내국인-남자","명","29356","29550","29642","29783",
"가평군","내국인-여자","명","28258","28567","28655","28750",
"가평군","외국인-계","명","1295","1274","1251","1424",
"가평군","외국인-남자","명","577","571","527","621",
"가평군","외국인-여자","명","718","703","724","803",
"가평군","가구-계","가구","23320","24017","24606","25133",
"가평군","일반가구","가구","22900","23628","24201","24724",
"가평군","집단가구","가구","74","45","51","53",
"가평군","외국인가구","가구","346","344","354","356",
"가평군","주택-계","호","22546","23823","24390","25083",
"가평군","단독주택","호","12882","13608","13960","14272",
"가평군","아파트","호","4699","4883","4922","5132",
"가평군","연립주택","호","1659","1717","1786","1826",
"가평군","다세대주택","호","2643","2841","2936","3051",
"가평군","비거주용 건물내 주택","호","663","774","786","802",
"가평군","주택이외의 거처","호","1022","1043","1101","1167",
"양평군","총인구","명","101930","105709","109359","111094",
"양평군","남자","명","51301","53104","54876","55715",
"양평군","여자","명","50629","52605","54483","55379",
"양평군","내국인-계","명","100002","103717","107247","108781",
"양평군","내국인-남자","명","50388","52190","53947","54695",
"양평군","내국인-여자","명","49614","51527","53300","54086",
"양평군","외국인-계","명","1928","1992","2112","2313",
"양평군","외국인-남자","명","913","914","929","1020",
"양평군","외국인-여자","명","1015","1078","1183","1293",
"양평군","가구-계","가구","40191","41976","44218","45604",
"양평군","일반가구","가구","39523","41328","43538","44928",
"양평군","집단가구","가구","89","73","85","88",
"양평군","외국인가구","가구","579","575","595","588",
"양평군","주택-계","호","36899","39449","41689","43550",
"양평군","단독주택","호","26143","27008","28035","29196",
"양평군","아파트","호","5784","6876","7686","7787",
"양평군","연립주택","호","1281","1281","1267","1313",
"양평군","다세대주택","호","2916","3510","3879","4414",
"양평군","비거주용 건물내 주택","호","775","774","822","840",
"양평군","주택이외의 거처","호","1505","1544","1638","1745",
"강원도","총인구","명","1518040","1521751","1521386","1520391",
"강원도","남자","명","768241","769461","769043","768604",
"강원도","여자","명","749799","752290","752343","751787",
"강원도","내국인-계","명","1499734","1502387","1500390","1496242",
"강원도","내국인-남자","명","758601","759122","757764","755527",
"강원도","내국인-여자","명","741133","743265","742626","740715",
"강원도","외국인-계","명","18306","19364","20996","24149",
"강원도","외국인-남자","명","9640","10339","11279","13077",
"강원도","외국인-여자","명","8666","9025","9717","11072",
"강원도","가구-계","가구","611578","621943","627054","634847",
"강원도","일반가구","가구","606117","616346","620729","628484",
"강원도","집단가구","가구","788","563","671","671",
"강원도","외국인가구","가구","4673","5034","5654","5692",
"강원도","주택-계","호","569899","575967","586383","603644",
"강원도","단독주택","호","230825","232164","234791","236392",
"강원도","아파트","호","297005","300788","307839","322796",
"강원도","연립주택","호","20233","21012","21190","21373",
"강원도","다세대주택","호","11037","11321","11632","12051",
"강원도","비거주용 건물내 주택","호","10799","10682","10931","11032",
"강원도","주택이외의 거처","호","12283","13890","15116","15940",
"읍부","총인구","명","263480","262715","260460","259555",
"읍부","남자","명","135749","134992","133729","133133",
"읍부","여자","명","127731","127723","126731","126422",
"읍부","내국인-계","명","259829","258876","256410","255141",
"읍부","내국인-남자","명","133700","132841","131466","130673",
"읍부","내국인-여자","명","126129","126035","124944","124468",
"읍부","외국인-계","명","3651","3839","4050","4414",
"읍부","외국인-남자","명","2049","2151","2263","2460",
"읍부","외국인-여자","명","1602","1688","1787","1954",
"읍부","가구-계","가구","105877","106258","105787","106755",
"읍부","일반가구","가구","104800","105134","104594","105602",
"읍부","집단가구","가구","174","114","146","147",
"읍부","외국인가구","가구","903","1010","1047","1006",
"읍부","주택-계","호","99713","101902","104099","106303",
"읍부","단독주택","호","47716","48172","48610","48618",
"읍부","아파트","호","39704","41273","42742","44780",
"읍부","연립주택","호","5968","6080","6182","6175",
"읍부","다세대주택","호","3668","3809","3926","4074",
"읍부","비거주용 건물내 주택","호","2657","2568","2639","2656",
"읍부","주택이외의 거처","호","2750","2980","3151","3318",
"면부","총인구","명","334016","336412","337821","342341",
"면부","남자","명","173468","174756","175670","177964",
"면부","여자","명","160548","161656","162151","164377",
"면부","내국인-계","명","328183","330124","331231","334944",
"면부","내국인-남자","명","170137","171052","171822","173722",
"면부","내국인-여자","명","158046","159072","159409","161222",
"면부","외국인-계","명","5833","6288","6590","7397",
"면부","외국인-남자","명","3331","3704","3848","4242",
"면부","외국인-여자","명","2502","2584","2742","3155",
"면부","가구-계","가구","141368","145159","145981","149778",
"면부","일반가구","가구","139646","143401","144031","147976",
"면부","집단가구","가구","317","240","273","277",
"면부","외국인가구","가구","1405","1518","1677","1525",
"면부","주택-계","호","142371","145075","147556","154576",
"면부","단독주택","호","106134","106707","108975","110683",
"면부","아파트","호","27563","29076","29118","34228",
"면부","연립주택","호","3040","3530","3539","3587",
"면부","다세대주택","호","2391","2528","2615","2732",
"면부","비거주용 건물내 주택","호","3243","3234","3309","3346",
"면부","주택이외의 거처","호","4469","5035","5343","5714",
"동부","총인구","명","920544","922624","923105","918495",
"동부","남자","명","459024","459713","459644","457507",
"동부","여자","명","461520","462911","463461","460988",
"동부","내국인-계","명","911722","913387","912749","906157",
"동부","내국인-남자","명","454764","455229","454476","451132",
"동부","내국인-여자","명","456958","458158","458273","455025",
"동부","외국인-계","명","8822","9237","10356","12338",
"동부","외국인-남자","명","4260","4484","5168","6375",
"동부","외국인-여자","명","4562","4753","5188","5963",
"동부","가구-계","가구","364333","370526","375286","378314",
"동부","일반가구","가구","361671","367811","372104","374906",
"동부","집단가구","가구","297","209","252","247",
"동부","외국인가구","가구","2365","2506","2930","3161",
"동부","주택-계","호","327815","328990","334728","342765",
"동부","단독주택","호","76975","77285","77206","77091",
"동부","아파트","호","229738","230439","235979","243788",
"동부","연립주택","호","11225","11402","11469","11611",
"동부","다세대주택","호","4978","4984","5091","5245",
"동부","비거주용 건물내 주택","호","4899","4880","4983","5030",
"동부","주택이외의 거처","호","5064","5875","6622","6908",
"춘천시","총인구","명","281596","283027","283742","284985",
"춘천시","남자","명","138548","138962","139217","140158",
"춘천시","여자","명","143048","144065","144525","144827",
"춘천시","내국인-계","명","278014","279200","279284","279542",
"춘천시","내국인-남자","명","136922","137190","137017","137288",
"춘천시","내국인-여자","명","141092","142010","142267","142254",
"춘천시","외국인-계","명","3582","3827","4458","5443",
"춘천시","외국인-남자","명","1626","1772","2200","2870",
"춘천시","외국인-여자","명","1956","2055","2258","2573",
"춘천시","가구-계","가구","108988","110745","112688","114370",
"춘천시","일반가구","가구","108027","109690","111347","112917",
"춘천시","집단가구","가구","120","83","98","93",
"춘천시","외국인가구","가구","841","972","1243","1360",
"춘천시","주택-계","호","94142","93300","93649","94907",
"춘천시","단독주택","호","26348","26352","26664","26945",
"춘천시","아파트","호","63191","62371","62375","63321",
"춘천시","연립주택","호","1890","1885","1889","1889",
"춘천시","다세대주택","호","1361","1382","1389","1427",
"춘천시","비거주용 건물내 주택","호","1352","1310","1332","1325",
"춘천시","주택이외의 거처","호","1299","1376","1563","1944",
"원주시","총인구","명","330854","337479","341338","344168",
"원주시","남자","명","165595","168226","170450","171818",
"원주시","여자","명","165259","169253","170888","172350",
"원주시","내국인-계","명","327172","333667","337244","339635",
"원주시","내국인-남자","명","163509","166114","168226","169333",
"원주시","내국인-여자","명","163663","167553","169018","170302",
"원주시","외국인-계","명","3682","3812","4094","4533",
"원주시","외국인-남자","명","2086","2112","2224","2485",
"원주시","외국인-여자","명","1596","1700","1870","2048",
"원주시","가구-계","가구","128086","132244","135792","138996",
"원주시","일반가구","가구","127095","131233","134649","137823",
"원주시","집단가구","가구","115","96","106","106",
"원주시","외국인가구","가구","876","915","1037","1067",
"원주시","주택-계","호","116183","118305","121069","128037",
"원주시","단독주택","호","28898","29286","29857","30172",
"원주시","아파트","호","83784","85479","87557","94159",
"원주시","연립주택","호","1147","1147","1171","1171",
"원주시","다세대주택","호","1023","1061","1089","1127",
"원주시","비거주용 건물내 주택","호","1331","1332","1395","1408",
"원주시","주택이외의 거처","호","1964","2604","3031","2984",
"강릉시","총인구","명","215677","215977","215914","215528",
"강릉시","남자","명","108604","108852","108572","108495",
"강릉시","여자","명","107073","107125","107342","107033",
"강릉시","내국인-계","명","213553","213664","213552","212521",
"강릉시","내국인-남자","명","107504","107611","107358","106924",
"강릉시","내국인-여자","명","106049","106053","106194","105597",
"강릉시","외국인-계","명","2124","2313","2362","3007",
"강릉시","외국인-남자","명","1100","1241","1214","1571",
"강릉시","외국인-여자","명","1024","1072","1148","1436",
"강릉시","가구-계","가구","87632","89302","90627","91378",
"강릉시","일반가구","가구","86937","88622","89874","90664",
"강릉시","집단가구","가구","108","80","104","116",
"강릉시","외국인가구","가구","587","600","649","598",
"강릉시","주택-계","호","76837","77779","79769","81928",
"강릉시","단독주택","호","29042","29175","29412","29558",
"강릉시","아파트","호","42308","43061","44766","46480",
"강릉시","연립주택","호","2593","2569","2584","2760",
"강릉시","다세대주택","호","1262","1333","1350","1443",
"강릉시","비거주용 건물내 주택","호","1632","1641","1657","1687",
"강릉시","주택이외의 거처","호","1397","1697","1823","1895",
"동해시","총인구","명","90255","89527","89151","87830",
"동해시","남자","명","45712","45410","45347","44573",
"동해시","여자","명","44543","44117","43804","43257",
"동해시","내국인-계","명","89490","88752","88263","86773",
"동해시","내국인-남자","명","45302","45010","44827","43941",
"동해시","내국인-여자","명","44188","43742","43436","42832",
"동해시","외국인-계","명","765","775","888","1057",
"동해시","외국인-남자","명","410","400","520","632",
"동해시","외국인-여자","명","355","375","368","425",
"동해시","가구-계","가구","36016","36237","36218","36358",
"동해시","일반가구","가구","35755","35990","35956","35984",
"동해시","집단가구","가구","28","16","24","25",
"동해시","외국인가구","가구","233","231","238","349",
"동해시","주택-계","호","36526","36363","37245","38116",
"동해시","단독주택","호","10719","10706","10668","10628",
"동해시","아파트","호","22619","22254","23110","24012",
"동해시","연립주택","호","1428","1635","1661","1655",
"동해시","다세대주택","호","1116","1119","1145","1153",
"동해시","비거주용 건물내 주택","호","644","649","661","668",
"동해시","주택이외의 거처","호","603","657","697","727",
"태백시","총인구","명","46715","45708","44733","43488",
"태백시","남자","명","23689","23137","22638","21928",
"태백시","여자","명","23026","22571","22095","21560",
"태백시","내국인-계","명","46400","45421","44421","43148",
"태백시","내국인-남자","명","23580","23035","22522","21816",
"태백시","내국인-여자","명","22820","22386","21899","21332",
"태백시","외국인-계","명","315","287","312","340",
"태백시","외국인-남자","명","109","102","116","112",
"태백시","외국인-여자","명","206","185","196","228",
"태백시","가구-계","가구","19303","19474","18979","18763",
"태백시","일반가구","가구","19192","19380","18886","18663",
"태백시","집단가구","가구","32","21","24","18",
"태백시","외국인가구","가구","79","73","69","82",
"태백시","주택-계","호","20913","21231","21179","20981",
"태백시","단독주택","호","6214","6222","6144","6052",
"태백시","아파트","호","10971","11297","11297","11297",
"태백시","연립주택","호","3170","3170","3169","3061",
"태백시","다세대주택","호","146","146","168","164",
"태백시","비거주용 건물내 주택","호","412","396","401","407",
"태백시","주택이외의 거처","호","330","381","347","357",
"속초시","총인구","명","79846","79109","78618","78312",
"속초시","남자","명","39482","39191","38962","38834",
"속초시","여자","명","40364","39918","39656","39478",
"속초시","내국인-계","명","78682","78039","77447","76966",
"속초시","내국인-남자","명","38792","38531","38259","38026",
"속초시","내국인-여자","명","39890","39508","39188","38940",
"속초시","외국인-계","명","1164","1070","1171","1346",
"속초시","외국인-남자","명","690","660","703","808",
"속초시","외국인-여자","명","474","410","468","538",
"속초시","가구-계","가구","33004","33123","33441","33961",
"속초시","일반가구","가구","32659","32809","33111","33623",
"속초시","집단가구","가구","28","25","25","28",
"속초시","외국인가구","가구","317","289","305","310",
"속초시","주택-계","호","32089","32434","33323","34269",
"속초시","단독주택","호","8520","8581","8566","8575",
"속초시","아파트","호","21161","21433","22296","23139",
"속초시","연립주택","호","1405","1405","1405","1478",
"속초시","다세대주택","호","439","439","462","475",
"속초시","비거주용 건물내 주택","호","564","576","594","602",
"속초시","주택이외의 거처","호","1029","992","1012","1005",
"삼척시","총인구","명","69509","69364","67860","67881",
"삼척시","남자","명","35953","35916","35066","35175",
"삼척시","여자","명","33556","33448","32794","32706",
"삼척시","내국인-계","명","68784","68544","66928","66928",
"삼척시","내국인-남자","명","35551","35457","34542","34644",
"삼척시","내국인-여자","명","33233","33087","32386","32284",
"삼척시","외국인-계","명","725","820","932","953",
"삼척시","외국인-남자","명","402","459","524","531",
"삼척시","외국인-여자","명","323","361","408","422",
"삼척시","가구-계","가구","29071","29453","29072","29712",
"삼척시","일반가구","가구","28852","29243","28828","29470",
"삼척시","집단가구","가구","51","27","31","34",
"삼척시","외국인가구","가구","168","183","213","208",
"삼척시","주택-계","호","29471","29329","29323","30944",
"삼척시","단독주택","호","14023","13886","13760","13661",
"삼척시","아파트","호","12607","12477","12596","14265",
"삼척시","연립주택","호","1477","1577","1555","1563",
"삼척시","다세대주택","호","864","864","876","907",
"삼척시","비거주용 건물내 주택","호","500","525","536","548",
"삼척시","주택이외의 거처","호","564","592","614","632",
"홍천군","총인구","명","67190","66791","67168","67177",
"홍천군","남자","명","34285","34113","34331","34347",
"홍천군","여자","명","32905","32678","32837","32830",
"홍천군","내국인-계","명","66126","65622","65895","65842",
"홍천군","내국인-남자","명","33668","33409","33561","33599",
"홍천군","내국인-여자","명","32458","32213","32334","32243",
"홍천군","외국인-계","명","1064","1169","1273","1335",
"홍천군","외국인-남자","명","617","704","770","748",
"홍천군","외국인-여자","명","447","465","503","587",
"홍천군","가구-계","가구","27190","27614","28339","28691",
"홍천군","일반가구","가구","26823","27220","27902","28314",
"홍천군","집단가구","가구","60","40","50","49",
"홍천군","외국인가구","가구","307","354","387","328",
"홍천군","주택-계","호","27228","27664","28731","29106",
"홍천군","단독주택","호","17533","17771","18099","18402",
"홍천군","아파트","호","7210","7386","7978","8017",
"홍천군","연립주택","호","1385","1401","1464","1492",
"홍천군","다세대주택","호","482","498","558","556",
"홍천군","비거주용 건물내 주택","호","618","608","632","639",
"홍천군","주택이외의 거처","호","714","737","801","888",
"횡성군","총인구","명","42669","42927","43211","44116",
"횡성군","남자","명","21519","21720","21839","22417",
"횡성군","여자","명","21150","21207","21372","21699",
"횡성군","내국인-계","명","41889","42085","42418","43275",
"횡성군","내국인-남자","명","21053","21193","21382","21941",
"횡성군","내국인-여자","명","20836","20892","21036","21334",
"횡성군","외국인-계","명","780","842","793","841",
"횡성군","외국인-남자","명","466","527","457","476",
"횡성군","외국인-여자","명","314","315","336","365",
"횡성군","가구-계","가구","17339","17659","18180","18843",
"횡성군","일반가구","가구","17113","17421","17933","18612",
"횡성군","집단가구","가구","38","29","31","32",
"횡성군","외국인가구","가구","188","209","216","199",
"횡성군","주택-계","호","17754","17797","18546","19529",
"횡성군","단독주택","호","13040","13079","13480","13910",
"횡성군","아파트","호","3491","3490","3838","4361",
"횡성군","연립주택","호","387","387","389","413",
"횡성군","다세대주택","호","481","499","500","504",
"횡성군","비거주용 건물내 주택","호","355","342","339","341",
"횡성군","주택이외의 거처","호","521","640","733","761",
"영월군","총인구","명","36967","37019","36934","36762",
"영월군","남자","명","18902","19043","19006","18977",
"영월군","여자","명","18065","17976","17928","17785",
"영월군","내국인-계","명","36498","36551","36469","36277",
"영월군","내국인-남자","명","18712","18850","18822","18785",
"영월군","내국인-여자","명","17786","17701","17647","17492",
"영월군","외국인-계","명","469","468","465","485",
"영월군","외국인-남자","명","190","193","184","192",
"영월군","외국인-여자","명","279","275","281","293",
"영월군","가구-계","가구","16022","16266","16522","16752",
"영월군","일반가구","가구","15918","16163","16406","16642",
"영월군","집단가구","가구","28","18","23","19",
"영월군","외국인가구","가구","76","85","93","91",
"영월군","주택-계","호","16509","16673","16970","17404",
"영월군","단독주택","호","11367","11466","11655","11662",
"영월군","아파트","호","3308","3359","3455","3907",
"영월군","연립주택","호","690","690","700","665",
"영월군","다세대주택","호","780","786","786","792",
"영월군","비거주용 건물내 주택","호","364","372","374","378",
"영월군","주택이외의 거처","호","428","531","614","624",
"평창군","총인구","명","40427","40470","40264","40025",
"평창군","남자","명","20711","20808","20670","20497",
"평창군","여자","명","19716","19662","19594","19528",
"평창군","내국인-계","명","39857","39928","39715","39465",
"평창군","내국인-남자","명","20398","20530","20404","20260",
"평창군","내국인-여자","명","19459","19398","19311","19205",
"평창군","외국인-계","명","570","542","549","560",
"평창군","외국인-남자","명","313","278","266","237",
"평창군","외국인-여자","명","257","264","283","323",
"평창군","가구-계","가구","17288","17460","17620","17801",
"평창군","일반가구","가구","17099","17269","17409","17612",
"평창군","집단가구","가구","21","21","23","23",
"평창군","외국인가구","가구","168","170","188","166",
"평창군","주택-계","호","19459","19923","20075","21175",
"평창군","단독주택","호","12103","12069","12263","12479",
"평창군","아파트","호","4544","4546","4455","5302",
"평창군","연립주택","호","1402","1890","1897","1923",
"평창군","다세대주택","호","937","961","990","995",
"평창군","비거주용 건물내 주택","호","473","457","470","476",
"평창군","주택이외의 거처","호","577","672","688","721",
"정선군","총인구","명","36701","36233","36002","35580",
"정선군","남자","명","18976","18765","18776","18582",
"정선군","여자","명","17725","17468","17226","16998",
"정선군","내국인-계","명","36366","35890","35652","35216",
"정선군","내국인-남자","명","18865","18651","18667","18470",
"정선군","내국인-여자","명","17501","17239","16985","16746",
"정선군","외국인-계","명","335","343","350","364",
"정선군","외국인-남자","명","111","114","109","112",
"정선군","외국인-여자","명","224","229","241","252",
"정선군","가구-계","가구","15474","15448","15466","15638",
"정선군","일반가구","가구","15353","15347","15360","15539",
"정선군","집단가구","가구","26","14","17","17",
"정선군","외국인가구","가구","95","87","89","82",
"정선군","주택-계","호","16326","16285","16476","16507",
"정선군","단독주택","호","10040","9998","10105","10087",
"정선군","아파트","호","5132","5100","5098","5126",
"정선군","연립주택","호","330","330","379","379",
"정선군","다세대주택","호","384","424","454","474",
"정선군","비거주용 건물내 주택","호","440","433","440","441",
"정선군","주택이외의 거처","호","491","507","540","559",
"철원군","총인구","명","46025","45433","44770","44346",
"철원군","남자","명","24692","24256","23792","23485",
"철원군","여자","명","21333","21177","20978","20861",
"철원군","내국인-계","명","45201","44527","43831","43314",
"철원군","내국인-남자","명","24194","23706","23202","22860",
"철원군","내국인-여자","명","21007","20821","20629","20454",
"철원군","외국인-계","명","824","906","939","1032",
"철원군","외국인-남자","명","498","550","590","625",
"철원군","외국인-여자","명","326","356","349","407",
"철원군","가구-계","가구","18949","18854","18073","17423",
"철원군","일반가구","가구","18654","18526","17710","17064",
"철원군","집단가구","가구","30","18","27","27",
"철원군","외국인가구","가구","265","310","336","332",
"철원군","주택-계","호","15588","16222","16287","16364",
"철원군","단독주택","호","9307","9421","9346","9360",
"철원군","아파트","호","4072","4578","4686","4668",
"철원군","연립주택","호","977","993","995","995",
"철원군","다세대주택","호","783","806","820","899",
"철원군","비거주용 건물내 주택","호","449","424","440","442",
"철원군","주택이외의 거처","호","657","654","745","770",
"화천군","총인구","명","25343","24820","24625","23950",
"화천군","남자","명","14176","13816","13589","13041",
"화천군","여자","명","11167","11004","11036","10909",
"화천군","내국인-계","명","25075","24517","24322","23595",
"화천군","내국인-남자","명","14050","13665","13441","12884",
"화천군","내국인-여자","명","11025","10852","10881","10711",
"화천군","외국인-계","명","268","303","303","355",
"화천군","외국인-남자","명","126","151","148","157",
"화천군","외국인-여자","명","142","152","155","198",
"화천군","가구-계","가구","11313","11168","10387","10282",
"화천군","일반가구","가구","11211","11057","10274","10169",
"화천군","집단가구","가구","28","18","20","20",
"화천군","외국인가구","가구","74","93","93","93",
"화천군","주택-계","호","8615","9349","9682","9623",
"화천군","단독주택","호","5670","5753","5804","5786",
"화천군","아파트","호","2042","2693","2964","2906",
"화천군","연립주택","호","477","477","477","477",
"화천군","다세대주택","호","184","208","208","224",
"화천군","비거주용 건물내 주택","호","242","218","229","230",
"화천군","주택이외의 거처","호","363","352","360","396",
"양구군","총인구","명","22497","22454","22355","22101",
"양구군","남자","명","12029","12029","11971","11761",
"양구군","여자","명","10468","10425","10384","10340",
"양구군","내국인-계","명","22162","22111","22002","21722",
"양구군","내국인-남자","명","11897","11907","11836","11618",
"양구군","내국인-여자","명","10265","10204","10166","10104",
"양구군","외국인-계","명","335","343","353","379",
"양구군","외국인-남자","명","132","122","135","143",
"양구군","외국인-여자","명","203","221","218","236",
"양구군","가구-계","가구","9239","9430","8975","9163",
"양구군","일반가구","가구","9148","9331","8869","9076",
"양구군","집단가구","가구","14","10","14","13",
"양구군","외국인가구","가구","77","89","92","74",
"양구군","주택-계","호","7445","8285","8104","8277",
"양구군","단독주택","호","4711","4801","4836","4829",
"양구군","아파트","호","2007","2778","2519","2703",
"양구군","연립주택","호","348","329","325","324",
"양구군","다세대주택","호","150","150","174","174",
"양구군","비거주용 건물내 주택","호","229","227","250","247",
"양구군","주택이외의 거처","호","278","265","276","295",
"인제군","총인구","명","31219","30759","30524","30373",
"인제군","남자","명","16938","16642","16456","16416",
"인제군","여자","명","14281","14117","14068","13957",
"인제군","내국인-계","명","30780","30298","30086","29917",
"인제군","내국인-남자","명","16690","16390","16244","16190",
"인제군","내국인-여자","명","14090","13908","13842","13727",
"인제군","외국인-계","명","439","461","438","456",
"인제군","외국인-남자","명","248","252","212","226",
"인제군","외국인-여자","명","191","209","226","230",
"인제군","가구-계","가구","12999","13021","12851","12898",
"인제군","일반가구","가구","12860","12840","12697","12768",
"인제군","집단가구","가구","16","17","12","11",
"인제군","외국인가구","가구","123","164","142","119",
"인제군","주택-계","호","11289","11611","12005","12017",
"인제군","단독주택","호","7302","7386","7485","7488",
"인제군","아파트","호","2751","2987","3270","3258",
"인제군","연립주택","호","531","531","534","532",
"인제군","다세대주택","호","316","316","323","338",
"인제군","비거주용 건물내 주택","호","389","391","393","401",
"인제군","주택이외의 거처","호","339","387","374","411",
"고성군","총인구","명","28689","28984","28621","28127",
"고성군","남자","명","15348","15589","15422","15139",
"고성군","여자","명","13341","13395","13199","12988",
"고성군","내국인-계","명","28164","28249","27640","26869",
"고성군","내국인-남자","명","15013","15076","14702","14215",
"고성군","내국인-여자","명","13151","13173","12938","12654",
"고성군","외국인-계","명","525","735","981","1258",
"고성군","외국인-남자","명","335","513","720","924",
"고성군","외국인-여자","명","190","222","261","334",
"고성군","가구-계","가구","12443","13104","12352","12188",
"고성군","일반가구","가구","12313","12982","12160","12031",
"고성군","집단가구","가구","23","17","27","27",
"고성군","외국인가구","가구","107","105","165","130",
"고성군","주택-계","호","11258","11334","11545","11653",
"고성군","단독주택","호","8625","8707","8892","8897",
"고성군","아파트","호","2058","2058","2058","2163",
"고성군","연립주택","호","109","109","109","109",
"고성군","다세대주택","호","99","99","113","113",
"고성군","비거주용 건물내 주택","호","367","361","373","371",
"고성군","주택이외의 거처","호","376","453","468","494",
"양양군","총인구","명","25861","25670","25556","25642",
"양양군","남자","명","13082","12986","12939","12961",
"양양군","여자","명","12779","12684","12617","12681",
"양양군","내국인-계","명","25521","25322","25221","25237",
"양양군","내국인-남자","명","12901","12797","12752","12733",
"양양군","내국인-여자","명","12620","12525","12469","12504",
"양양군","외국인-계","명","340","348","335","405",
"양양군","외국인-남자","명","181","189","187","228",
"양양군","외국인-여자","명","159","159","148","177",
"양양군","가구-계","가구","11222","11341","11472","11630",
"양양군","일반가구","가구","11108","11223","11358","11513",
"양양군","집단가구","가구","22","13","15","13",
"양양군","외국인가구","가구","92","105","99","104",
"양양군","주택-계","호","12267","12083","12405","12807",
"양양군","단독주택","호","7363","7505","7755","7901",
"양양군","아파트","호","3749","3441","3521","3712",
"양양군","연립주택","호","487","487","487","487",
"양양군","다세대주택","호","230","230","227","286",
"양양군","비거주용 건물내 주택","호","438","420","415","421",
"양양군","주택이외의 거처","호","353","393","430","477",
"충청북도","총인구","명","1589347","1603404","1611009","1620935",
"충청북도","남자","명","805377","814049","818500","826183",
"충청북도","여자","명","783970","789355","792509","794752",
"충청북도","내국인-계","명","1548589","1558503","1562772","1566100",
"충청북도","내국인-남자","명","779961","785824","788322","791904",
"충청북도","내국인-여자","명","768628","772679","774450","774196",
"충청북도","외국인-계","명","40758","44901","48237","54835",
"충청북도","외국인-남자","명","25416","28225","30178","34279",
"충청북도","외국인-여자","명","15342","16676","18059","20556",
"충청북도","가구-계","가구","613004","630578","643006","656101",
"충청북도","일반가구","가구","601856","617914","629073","640978",
"충청북도","집단가구","가구","814","629","786","813",
"충청북도","외국인가구","가구","10334","12035","13147","14310",
"충청북도","주택-계","호","556951","568567","581855","607686",
"충청북도","단독주택","호","204614","206993","208789","209827",
"충청북도","아파트","호","308352","316851","327319","351577",
"충청북도","연립주택","호","15975","16004","16124","16286",
"충청북도","다세대주택","호","18382","19329","20014","20306",
"충청북도","비거주용 건물내 주택","호","9628","9390","9609","9690",
"충청북도","주택이외의 거처","호","13852","16028","17367","18386",
"읍부","총인구","명","309858","317692","320852","324696",
"읍부","남자","명","159559","163516","165384","167828",
"읍부","여자","명","150299","154176","155468","156868",
"읍부","내국인-계","명","300800","307644","310014","312475",
"읍부","내국인-남자","명","153873","157202","158623","160212",
"읍부","내국인-여자","명","146927","150442","151391","152263",
"읍부","외국인-계","명","9058","10048","10838","12221",
"읍부","외국인-남자","명","5686","6314","6761","7616",
"읍부","외국인-여자","명","3372","3734","4077","4605",
"읍부","가구-계","가구","118660","123334","126079","129618",
"읍부","일반가구","가구","116008","120388","122875","126148",
"읍부","집단가구","가구","188","165","203","211",
"읍부","외국인가구","가구","2464","2781","3001","3259",
"읍부","주택-계","호","112043","116085","118959","124184",
"읍부","단독주택","호","37435","37548","38247","38611",
"읍부","아파트","호","62151","65688","67324","72137",
"읍부","연립주택","호","5069","5088","5145","5146",
"읍부","다세대주택","호","5425","5846","6245","6269",
"읍부","비거주용 건물내 주택","호","1963","1915","1998","2021",
"읍부","주택이외의 거처","호","3605","4030","4298","4637",
"면부","총인구","명","328701","333343","344064","356704",
"면부","남자","명","171469","174682","179939","187712",
"면부","여자","명","157232","158661","164125","168992",
"면부","내국인-계","명","310305","313541","323499","333723",
"면부","내국인-남자","명","158461","160568","165361","171400",
"면부","내국인-여자","명","151844","152973","158138","162323",
"면부","외국인-계","명","18396","19802","20565","22981",
"면부","외국인-남자","명","13008","14114","14578","16312",
"면부","외국인-여자","명","5388","5688","5987","6669",
"면부","가구-계","가구","137219","141591","147032","153984",
"면부","일반가구","가구","133202","137035","142213","148867",
"면부","집단가구","가구","378","293","357","365",
"면부","외국인가구","가구","3639","4263","4462","4752",
"면부","주택-계","호","139934","142597","150502","160137",
"면부","단독주택","호","104469","106546","108092","108886",
"면부","아파트","호","26308","26670","32779","41295",
"면부","연립주택","호","2682","2718","2735","2815",
"면부","다세대주택","호","4354","4657","4780","5005",
"면부","비거주용 건물내 주택","호","2121","2006","2116","2136",
